battery_level,battery_health,battery_drop_rate,battery_trend,temperature,motor_current,cpu_load,velocity,anomaly_type
37.77,38.27,0.0,2.0,48.43,5.7,27.63,0.0,ABNORMAL_VELOCITY
38.82,38.27,0.0,2.22,48.46,5.65,32.12,3.51,ABNORMAL_VELOCITY
39.97,38.27,0.0,2.2,48.38,5.94,40.42,3.0,ABNORMAL_VELOCITY
41.09,38.27,0.0,2.27,48.61,6.1,27.22,0.0,ABNORMAL_VELOCITY
41.9,38.27,0.0,1.93,48.21,6.11,30.95,0.0,ABNORMAL_VELOCITY
42.99,38.27,0.0,1.9,48.49,6.25,40.49,0.0,ABNORMAL_VELOCITY
44.14,38.27,0.0,2.24,48.46,6.55,38.25,3.38,ABNORMAL_VELOCITY
45.23,38.27,0.0,2.24,48.79,5.75,32.96,0.0,ABNORMAL_VELOCITY
46.41,38.27,0.0,2.27,48.43,5.64,42.63,1.55,ABNORMAL_VELOCITY
47.57,38.27,0.0,2.33,48.71,6.13,40.64,1.57,Normal
48.45,38.27,0.0,2.04,49.22,6.1,35.6,1.63,Normal
49.52,38.27,0.0,1.95,49.52,5.81,34.24,1.49,Normal
50.67,38.27,0.0,2.22,49.77,6.03,29.18,1.51,Normal
51.8,38.27,0.0,2.28,49.91,5.75,44.76,1.45,Normal
53.0,38.27,0.0,2.33,50.15,5.59,34.93,1.1,Normal
54.11,38.27,0.0,2.31,50.33,4.7,40.94,0.89,Normal
54.99,38.27,0.0,2.0,50.32,4.58,26.05,0.74,Normal
55.97,38.27,0.0,1.86,49.8,4.63,34.17,0.63,Normal
56.82,38.27,0.0,1.83,49.02,3.96,33.54,0.48,Normal
57.76,38.27,0.0,1.79,48.02,3.98,25.46,0.86,Normal
58.63,38.27,0.0,1.81,47.3,4.65,40.94,1.26,Normal
59.48,38.27,0.0,1.72,47.67,5.39,30.77,1.35,Normal
60.41,38.27,0.0,1.77,47.97,5.43,45.51,1.4,Normal
61.53,38.27,0.0,2.06,48.21,5.24,33.81,1.46,Normal
62.61,38.27,0.0,2.2,48.5,5.95,46.56,1.62,Normal
63.71,38.27,0.0,2.18,49.1,6.1,40.16,1.52,Normal
64.84,38.27,0.0,2.24,50.02,5.83,37.66,1.44,Normal
65.87,38.27,0.0,2.15,50.41,5.94,28.34,1.36,Normal
66.98,38.27,0.0,2.14,50.44,5.64,32.14,1.3,Normal
68.05,38.27,0.0,2.19,50.07,5.34,42.45,1.56,Normal
69.2,38.27,0.0,2.22,49.99,6.06,36.3,1.48,Normal
70.39,38.27,0.0,2.34,49.98,5.42,27.54,1.45,Normal
71.4,38.27,0.0,2.2,51.11,5.63,43.73,1.67,Normal
72.54,38.27,0.0,2.15,52.69,6.51,28.0,1.62,Normal
73.35,38.27,0.0,1.95,54.23,6.11,35.07,1.21,Normal
74.18,38.27,0.0,1.63,55.71,5.91,38.34,0.97,Normal
75.34,38.27,0.0,2.0,57.03,5.84,28.04,0.75,Normal
76.32,38.27,0.0,2.14,57.91,5.89,41.54,0.54,Normal
77.18,38.27,0.0,1.84,59.13,5.37,26.87,0.44,Normal
78.03,38.27,0.0,1.71,59.85,5.64,31.07,0.96,Normal
79.21,38.27,0.0,2.03,61.13,6.42,35.17,1.25,Normal
80.2,38.27,0.0,2.17,62.82,7.03,39.27,1.42,Normal
81.12,38.27,0.0,1.9,64.18,7.79,27.38,1.62,MOTOR_OVERHEATING
82.25,38.27,0.0,2.05,65.62,8.16,41.32,1.79,MOTOR_OVERHEATING
83.31,38.27,0.0,2.19,67.99,8.76,38.44,1.74,MOTOR_OVERHEATING
84.11,38.27,0.0,1.86,70.5,8.74,38.67,1.82,MOTOR_OVERHEATING
85.03,38.27,0.0,1.73,72.13,9.62,45.2,1.71,MOTOR_OVERHEATING
85.86,38.27,0.0,1.75,74.75,9.56,33.32,1.51,MOTOR_OVERHEATING
87.0,38.27,0.0,1.97,76.22,9.06,45.3,1.52,MOTOR_OVERHEATING
87.95,38.27,0.0,2.09,77.6,9.24,37.1,1.64,MOTOR_OVERHEATING
88.99,38.27,0.0,1.99,79.06,9.59,31.18,1.55,MOTOR_OVERHEATING
90.07,38.27,0.0,2.12,80.86,10.12,36.26,1.51,MOTOR_OVERHEATING
90.55,38.27,0.0,1.56,82.39,10.1,42.33,1.44,MOTOR_OVERHEATING
91.03,38.27,0.0,0.96,84.21,9.86,45.97,1.36,MOTOR_OVERHEATING
91.58,38.27,0.0,1.02,85.46,9.91,28.78,1.06,MOTOR_OVERHEATING
91.99,38.27,0.0,0.96,86.36,9.44,26.27,0.78,MOTOR_OVERHEATING
92.52,38.27,0.0,0.94,87.36,9.5,30.67,0.55,MOTOR_OVERHEATING
93.07,38.27,0.0,1.08,88.45,9.02,26.41,0.43,MOTOR_OVERHEATING
93.59,38.27,0.0,1.07,89.02,9.3,29.49,0.39,MOTOR_OVERHEATING
94.16,38.27,0.0,1.1,89.56,9.4,40.73,0.83,MOTOR_OVERHEATING
94.71,38.27,0.0,1.12,90.41,10.1,41.68,0.88,MOTOR_OVERHEATING
95.13,38.27,0.0,0.96,91.75,10.4,38.48,1.13,MOTOR_OVERHEATING
95.59,38.27,0.0,0.88,93.37,11.0,44.64,1.19,MOTOR_OVERHEATING
96.0,38.27,0.0,0.87,95.29,11.25,27.03,1.19,MOTOR_OVERHEATING
96.42,38.27,0.0,0.83,96.36,11.95,27.26,1.43,MOTOR_OVERHEATING
96.98,38.27,0.0,0.99,97.72,12.32,30.37,1.61,MOTOR_OVERHEATING
97.52,38.27,0.0,1.09,99.68,13.04,34.14,1.49,MOTOR_OVERHEATING
97.93,38.27,0.0,0.95,101.8,12.67,33.29,1.68,MOTOR_OVERHEATING
98.47,38.27,0.0,0.95,47.9,6.05,45.02,1.53,Normal
97.0,38.27,1.46,-0.93,48.36,5.59,35.03,1.54,Normal
95.42,38.27,1.59,-3.05,48.5,5.73,29.27,1.46,Normal
94.02,38.27,1.4,-2.99,49.07,5.69,32.36,1.65,Normal
92.67,38.27,1.35,-2.75,49.58,5.86,35.87,1.51,Normal
90.83,38.27,1.84,-3.19,50.03,5.83,32.34,1.71,Normal
89.01,38.27,1.82,-3.66,50.17,6.31,27.75,1.32,Normal
87.22,38.27,1.79,-3.61,50.35,5.17,29.83,0.95,Normal
86.01,38.27,1.2,-2.99,50.38,4.61,29.6,0.75,Normal
84.63,38.27,1.39,-2.59,49.74,4.63,24.49,0.6,Normal
83.22,38.27,1.41,-2.79,49.21,3.91,38.0,0.54,Normal
81.79,38.27,1.43,-2.84,48.8,4.3,36.68,0.81,Normal
80.5,38.27,1.29,-2.72,48.21,4.29,38.46,0.93,Normal
78.94,38.27,1.56,-2.86,47.65,4.8,43.74,1.31,Normal
77.74,38.27,1.19,-2.76,47.56,5.71,45.83,1.3,Normal
76.24,38.27,1.5,-2.69,48.52,5.58,39.13,1.31,Normal
74.91,38.27,1.34,-2.84,49.05,5.66,39.88,1.26,Normal
73.17,38.27,1.73,-3.07,49.43,5.35,34.46,1.46,Normal
71.71,38.27,1.46,-3.2,49.09,5.98,33.75,1.41,Normal
70.25,38.27,1.46,-2.92,49.81,5.5,33.09,1.48,Normal
68.88,38.27,1.37,-2.83,50.16,5.76,45.31,1.57,Normal
67.21,38.27,1.67,-3.04,50.17,5.71,41.42,1.57,Normal
64.46,37.89,1.43,-3.1,50.64,5.55,35.58,1.49,Normal
62.65,37.74,1.81,-3.24,50.83,5.48,42.88,1.65,Normal
61.17,38.17,1.5,-3.3,51.13,6.17,31.89,1.75,Normal
59.19,38.04,1.77,-3.27,51.16,6.22,33.87,1.61,Normal
57.76,37.79,1.62,-3.39,51.34,6.05,33.16,1.27,Normal
56.01,37.54,1.75,-3.37,51.6,5.32,31.86,0.96,Normal
54.58,37.42,1.41,-3.16,51.43,4.58,32.06,0.74,Normal
51.29,37.23,1.21,-2.62,50.35,4.48,29.39,0.58,Normal
52.17,37.19,1.2,-2.41,49.41,4.01,36.15,0.43,BATTERY_DEGRADATION
48.59,37.08,1.35,-2.55,48.66,3.79,33.14,0.64,BATTERY_DEGRADATION
49.33,37.0,1.48,-2.84,47.98,3.91,38.97,1.1,BATTERY_DEGRADATION
47.84,36.82,1.48,-2.96,47.75,4.73,42.57,1.37,BATTERY_DEGRADATION
46.24,36.77,1.6,-3.07,47.54,5.86,40.17,1.37,BATTERY_DEGRADATION
44.54,39.07,1.78,-3.38,48.38,5.22,28.53,1.55,BATTERY_DEGRADATION
42.88,38.73,1.65,-3.43,48.69,5.92,33.63,1.61,BATTERY_DEGRADATION
40.28,38.72,1.74,-3.39,49.03,5.67,43.81,1.72,BATTERY_DEGRADATION
39.46,38.35,1.67,-3.41,49.3,6.01,36.67,1.56,BATTERY_DEGRADATION
37.84,38.26,1.61,-3.28,49.87,5.96,32.4,1.73,BATTERY_DEGRADATION
36.44,38.96,1.44,-3.05,50.04,6.39,43.77,1.82,BATTERY_DEGRADATION
34.77,38.93,1.66,-3.1,51.06,6.48,34.15,1.8,BATTERY_DEGRADATION
32.92,38.71,1.84,-3.51,51.05,6.47,45.41,1.69,BATTERY_DEGRADATION
31.25,38.48,1.66,-3.5,51.36,5.84,46.21,1.77,BATTERY_DEGRADATION
29.53,38.16,1.71,-3.37,51.34,6.46,33.05,1.75,BATTERY_DEGRADATION
27.07,38.26,1.64,-3.35,51.4,5.97,38.7,1.54,BATTERY_DEGRADATION
26.15,38.23,1.68,-3.33,51.67,6.07,27.04,1.1,BATTERY_DEGRADATION
24.76,38.11,1.45,-3.13,51.53,5.26,24.89,0.91,BATTERY_DEGRADATION
23.35,39.48,1.44,-2.89,51.15,4.9,39.29,0.68,BATTERY_DEGRADATION
22.17,39.36,1.18,-2.62,50.79,4.89,31.69,0.48,BATTERY_DEGRADATION
20.63,38.89,1.53,-2.71,50.38,4.47,31.52,0.37,BATTERY_DEGRADATION
19.9,38.87,1.49,-3.02,49.51,3.87,26.22,0.63,BATTERY_DEGRADATION
18.09,38.83,1.05,-2.54,48.38,4.41,38.98,0.84,BATTERY_DEGRADATION
19.17,38.69,0.0,0.03,48.18,4.81,29.89,1.2,BATTERY_DEGRADATION
20.13,38.55,0.0,2.05,47.97,5.38,43.11,1.29,BATTERY_DEGRADATION
19.11,38.54,0.0,1.96,48.7,5.46,30.38,1.39,BATTERY_DEGRADATION
22.26,38.46,0.0,2.13,48.88,5.53,42.29,1.45,BATTERY_DEGRADATION
23.35,38.2,0.0,2.25,49.51,5.89,42.79,1.59,BATTERY_DEGRADATION
25.64,38.2,0.0,2.09,49.93,6.28,27.73,1.61,Normal
26.7,38.2,0.0,2.04,50.02,6.46,33.14,1.56,Normal
27.62,38.2,0.0,1.98,50.2,6.2,39.93,1.55,Normal
28.5,38.2,0.0,1.8,50.28,5.63,28.18,1.47,Normal
29.38,38.2,0.0,1.76,50.08,5.42,44.57,1.6,Normal
30.35,38.2,0.0,1.85,50.18,5.69,28.6,1.63,Normal
31.25,38.2,0.0,1.87,49.75,6.18,45.27,1.64,Normal
32.42,38.2,0.0,2.07,50.37,6.24,41.33,1.49,Normal
33.62,38.2,0.0,2.37,51.21,5.48,37.08,1.11,Normal
34.52,38.2,0.0,2.1,50.93,5.39,31.11,0.79,Normal
35.5,38.2,0.0,1.88,50.94,4.28,29.66,0.66,Normal
36.58,38.2,0.0,2.06,50.22,4.34,24.96,0.55,Normal
37.7,38.2,0.0,2.2,49.16,4.08,32.73,0.42,Normal
38.81,38.2,0.0,2.23,48.81,3.57,39.87,0.6,Normal
39.81,38.2,0.0,2.11,48.43,4.16,31.73,1.07,Normal
40.93,38.2,0.0,2.13,47.85,5.27,44.67,1.08,Normal
41.84,38.2,0.0,2.03,48.42,5.69,35.0,0.0,Normal
42.79,38.2,0.0,1.86,48.13,5.33,34.83,3.35,ABNORMAL_VELOCITY
43.83,38.2,0.0,1.99,48.42,6.14,43.24,0.0,ABNORMAL_VELOCITY
44.89,38.2,0.0,2.1,49.03,6.17,28.12,4.2,ABNORMAL_VELOCITY
45.96,38.2,0.0,2.13,48.67,6.36,34.34,3.93,ABNORMAL_VELOCITY
46.94,38.2,0.0,2.05,49.11,6.06,39.62,4.14,ABNORMAL_VELOCITY
47.96,38.2,0.0,2.0,48.9,6.72,30.36,0.0,ABNORMAL_VELOCITY
49.02,38.2,0.0,2.07,49.13,6.6,35.02,4.22,ABNORMAL_VELOCITY
50.18,38.2,0.0,2.22,49.5,7.04,29.21,0.0,ABNORMAL_VELOCITY
51.11,38.2,0.0,2.09,49.96,7.32,38.77,0.0,ABNORMAL_VELOCITY
51.92,38.2,0.0,1.74,50.39,7.32,31.56,0.0,ABNORMAL_VELOCITY
53.09,38.2,0.0,1.99,50.44,6.88,27.6,0.0,ABNORMAL_VELOCITY
54.18,38.2,0.0,2.26,50.73,6.71,40.34,4.13,ABNORMAL_VELOCITY
55.37,38.2,0.0,2.28,51.02,6.67,25.59,0.0,ABNORMAL_VELOCITY
56.43,38.2,0.0,2.24,50.83,5.6,33.98,3.6,ABNORMAL_VELOCITY
57.62,38.2,0.0,2.25,50.23,5.4,34.53,3.45,ABNORMAL_VELOCITY
58.44,38.2,0.0,2.01,49.94,4.83,42.84,2.85,ABNORMAL_VELOCITY
59.24,38.2,0.0,1.62,49.52,4.87,25.02,3.12,ABNORMAL_VELOCITY
60.18,38.2,0.0,1.74,48.78,5.43,38.14,2.57,ABNORMAL_VELOCITY
61.19,38.2,0.0,1.94,48.39,5.33,33.49,0.0,ABNORMAL_VELOCITY
62.1,38.2,0.0,1.92,47.84,5.62,28.63,0.0,ABNORMAL_VELOCITY
63.1,38.2,0.0,1.91,47.55,5.42,34.13,2.86,ABNORMAL_VELOCITY
64.27,38.2,0.0,2.18,47.59,6.41,43.96,3.06,ABNORMAL_VELOCITY
65.23,38.2,0.0,2.13,47.89,7.11,34.44,3.91,ABNORMAL_VELOCITY
66.03,38.2,0.0,1.75,48.24,7.28,44.02,3.6,ABNORMAL_VELOCITY
67.0,38.2,0.0,1.77,49.29,7.14,30.9,4.32,ABNORMAL_VELOCITY
67.97,38.2,0.0,1.94,49.69,7.44,43.61,3.46,ABNORMAL_VELOCITY
68.98,38.2,0.0,1.98,50.71,7.25,29.01,3.22,ABNORMAL_VELOCITY
69.94,38.2,0.0,1.97,50.6,7.3,41.09,0.0,ABNORMAL_VELOCITY
70.92,38.2,0.0,1.94,50.72,6.89,37.85,0.0,ABNORMAL_VELOCITY
71.93,38.2,0.0,2.0,51.12,7.3,34.08,0.0,ABNORMAL_VELOCITY
72.82,38.2,0.0,1.9,51.04,7.21,31.32,4.1,ABNORMAL_VELOCITY
73.65,38.2,0.0,1.71,51.41,7.05,26.86,0.0,ABNORMAL_VELOCITY
74.63,38.2,0.0,1.81,51.3,6.86,38.85,0.0,ABNORMAL_VELOCITY
75.75,38.2,0.0,2.1,51.1,6.12,43.12,3.66,ABNORMAL_VELOCITY
76.82,38.2,0.0,2.19,51.12,5.13,25.55,2.72,ABNORMAL_VELOCITY
77.64,38.2,0.0,1.89,50.44,4.24,41.92,0.62,ABNORMAL_VELOCITY
78.59,38.2,0.0,1.77,49.88,4.29,27.53,0.77,Normal
79.4,38.2,0.0,1.76,48.92,4.43,44.27,1.02,Normal
80.51,38.2,0.0,1.91,48.52,4.91,33.55,1.26,Normal
81.64,38.2,0.0,2.24,48.18,5.64,28.46,1.53,Normal
82.57,38.2,0.0,2.06,48.06,5.56,34.13,1.38,Normal
83.72,38.2,0.0,2.08,48.25,5.35,40.55,1.41,Normal
84.9,38.2,0.0,2.32,48.77,5.34,30.69,1.59,Normal
85.86,38.2,0.0,2.14,49.12,5.97,44.46,1.69,Normal
86.71,38.2,0.0,1.81,49.76,6.06,46.33,1.62,Normal
87.63,38.2,0.0,1.77,49.99,6.19,38.14,1.68,Normal
88.82,38.2,0.0,2.11,50.39,6.15,27.25,1.58,Normal
89.62,38.2,0.0,1.99,50.4,5.96,43.67,1.62,Normal
90.77,38.2,0.0,1.95,50.56,6.07,32.43,1.76,Normal
91.32,38.2,0.0,1.7,50.66,6.32,35.2,1.71,Normal
91.85,38.2,0.0,1.08,50.63,6.32,38.75,1.64,Normal
91.02,38.16,0.0,1.01,51.31,6.19,45.08,1.19,Normal
91.44,37.78,0.0,0.91,52.0,4.85,27.87,0.84,Normal
90.35,37.4,0.0,0.99,51.25,4.82,30.15,0.69,Normal
92.54,37.33,0.0,1.13,50.7,4.47,23.69,0.5,Normal
92.96,37.0,0.0,0.99,49.97,3.52,35.09,0.39,Normal
93.46,36.68,0.0,0.94,49.17,3.45,40.06,0.73,Normal
94.05,37.04,0.0,1.09,48.3,4.02,28.83,1.12,Normal
94.23,37.01,0.0,1.09,47.39,5.3,41.19,1.27,Normal
95.09,36.96,0.0,1.04,47.54,5.44,43.24,1.46,BATTERY_DEGRADATION
95.66,36.79,0.0,1.11,48.42,5.83,39.95,1.47,BATTERY_DEGRADATION
96.09,36.68,0.0,1.02,49.07,5.71,38.72,1.62,BATTERY_DEGRADATION
96.61,36.35,0.0,0.97,49.27,5.89,41.78,1.56,BATTERY_DEGRADATION
94.22,36.17,0.0,1.07,49.71,5.71,37.01,1.69,BATTERY_DEGRADATION
95.42,36.87,1.75,-1.21,50.16,6.02,46.36,1.53,BATTERY_DEGRADATION
93.77,36.53,1.63,-3.39,50.84,5.74,45.27,1.6,BATTERY_DEGRADATION
92.15,37.69,1.66,-3.3,51.09,6.04,31.44,1.52,BATTERY_DEGRADATION
90.37,37.38,1.76,-3.43,51.22,5.74,34.73,1.56,BATTERY_DEGRADATION
88.57,37.06,1.79,-3.56,51.24,5.97,32.71,1.49,BATTERY_DEGRADATION
86.75,37.01,1.82,-3.61,51.48,5.93,28.47,1.47,BATTERY_DEGRADATION
82.87,36.9,1.42,-3.24,51.33,5.78,44.21,1.54,BATTERY_DEGRADATION
83.67,36.58,1.64,-3.06,51.6,5.56,44.48,1.21,BATTERY_DEGRADATION
81.97,36.33,1.69,-3.33,51.73,5.17,25.22,0.95,BATTERY_DEGRADATION
80.69,36.13,1.28,-2.97,51.06,4.72,30.36,0.75,BATTERY_DEGRADATION
79.39,36.02,1.29,-2.57,50.32,4.44,36.4,0.55,BATTERY_DEGRADATION
78.25,35.95,1.14,-2.43,49.77,3.88,36.07,0.5,BATTERY_DEGRADATION
77.07,35.72,1.17,-2.31,48.61,4.05,26.39,0.89,BATTERY_DEGRADATION
75.74,38.47,1.43,-2.59,47.63,4.78,42.79,1.27,BATTERY_DEGRADATION
74.25,38.22,1.48,-2.91,47.79,5.47,36.57,1.34,BATTERY_DEGRADATION
72.52,37.89,1.72,-3.2,47.94,5.56,33.0,1.51,BATTERY_DEGRADATION
71.19,37.77,1.33,-3.05,47.97,5.67,31.69,1.69,BATTERY_DEGRADATION
69.59,37.52,1.6,-2.93,48.52,6.35,34.3,1.49,BATTERY_DEGRADATION
67.98,38.63,1.64,-3.24,49.46,5.45,44.08,1.36,BATTERY_DEGRADATION
66.54,39.46,1.47,-3.11,49.62,5.19,32.84,1.56,BATTERY_DEGRADATION
65.19,39.33,1.35,-2.81,51.66,5.83,35.64,1.69,BATTERY_DEGRADATION
63.61,39.32,1.58,-2.93,50.06,5.86,45.85,1.61,BATTERY_DEGRADATION
61.94,39.09,1.66,-3.24,50.3,6.01,27.84,1.69,BATTERY_DEGRADATION
61.82,39.09,1.4,-3.06,50.26,5.9,44.06,1.68,Normal
60.15,39.09,1.66,-3.06,50.46,6.36,41.83,1.65,Normal
58.49,39.09,1.66,-3.33,51.01,6.17,39.11,1.79,Normal
56.82,39.09,1.67,-3.34,51.3,6.29,32.51,1.9,Normal
55.12,39.09,1.7,-3.37,51.57,6.5,36.71,1.45,Normal
53.28,39.09,1.84,-3.54,51.67,5.54,38.84,1.06,Normal
51.92,39.09,1.36,-3.21,51.69,4.86,40.49,0.82,Normal
50.53,39.09,1.39,-2.75,51.51,4.24,35.85,0.64,Normal
49.44,39.09,1.08,-2.47,50.96,3.86,25.73,0.58,Normal
48.23,39.09,1.21,-2.3,49.7,4.38,29.01,1.03,Normal
46.82,39.09,1.42,-2.63,49.39,4.63,28.6,1.34,Normal
45.4,39.09,1.42,-2.83,49.16,5.55,27.38,1.25,Normal
44.09,39.09,1.31,-2.73,49.06,5.42,43.48,1.38,Normal
42.46,39.09,1.63,-2.94,49.6,5.42,38.35,1.51,Normal
41.16,39.09,1.29,-2.92,49.9,5.9,34.73,1.57,Normal
39.34,39.09,1.82,-3.11,50.3,5.97,43.3,1.57,Normal
37.55,39.09,1.79,-3.61,50.76,6.17,42.84,1.72,Normal
35.78,39.09,1.77,-3.56,50.97,6.07,32.57,1.63,Normal
34.2,39.09,1.58,-3.35,50.92,6.14,31.51,1.66,Normal
32.36,39.09,1.85,-3.42,50.93,7.08,38.69,0.0,ABNORMAL_VELOCITY
30.49,39.09,1.87,-3.71,51.53,6.22,27.6,3.71,ABNORMAL_VELOCITY
28.82,39.09,1.67,-3.54,50.84,7.29,45.8,3.54,ABNORMAL_VELOCITY
27.28,39.09,1.54,-3.21,51.13,7.04,40.92,3.85,ABNORMAL_VELOCITY
25.92,39.09,1.36,-2.9,51.63,6.56,37.74,0.0,ABNORMAL_VELOCITY
24.14,39.09,1.79,-3.14,51.87,6.84,35.74,0.0,ABNORMAL_VELOCITY
22.48,39.09,1.66,-3.44,52.33,6.39,39.59,3.38,ABNORMAL_VELOCITY
20.98,39.09,1.5,-3.16,52.46,5.53,30.26,2.29,ABNORMAL_VELOCITY
19.58,39.09,1.4,-2.9,51.92,5.44,33.38,0.0,ABNORMAL_VELOCITY
20.4,39.09,0.0,-0.58,51.23,5.58,23.71,0.0,ABNORMAL_VELOCITY
21.46,39.09,0.0,1.88,49.87,4.89,28.81,3.0,ABNORMAL_VELOCITY
22.31,39.09,0.0,1.91,49.25,5.74,35.53,3.13,ABNORMAL_VELOCITY
23.26,39.09,0.0,1.8,49.44,5.78,43.17,2.66,ABNORMAL_VELOCITY
24.21,39.09,0.0,1.9,49.6,6.19,32.74,0.0,ABNORMAL_VELOCITY
25.26,39.09,0.0,2.0,49.75,6.34,42.56,4.12,ABNORMAL_VELOCITY
26.11,39.09,0.0,1.9,50.1,6.39,31.67,0.0,ABNORMAL_VELOCITY
27.27,39.09,0.0,2.01,50.2,6.99,26.59,3.56,ABNORMAL_VELOCITY
28.18,39.09,0.0,2.07,50.49,6.3,45.87,0.0,ABNORMAL_VELOCITY
29.03,39.09,0.0,1.75,50.78,6.83,27.3,3.87,ABNORMAL_VELOCITY
29.97,39.09,0.0,1.79,50.46,6.62,28.78,3.93,ABNORMAL_VELOCITY
30.99,39.09,0.0,1.96,50.39,6.83,40.27,3.66,ABNORMAL_VELOCITY
31.91,39.09,0.0,1.94,50.38,6.55,40.49,0.0,ABNORMAL_VELOCITY
32.8,39.09,0.0,1.82,50.7,6.31,34.48,0.0,ABNORMAL_VELOCITY
33.61,39.09,0.0,1.7,50.76,6.32,42.19,4.22,ABNORMAL_VELOCITY
34.52,39.09,0.0,1.72,51.09,6.22,29.99,0.0,ABNORMAL_VELOCITY
35.64,39.09,0.0,2.03,50.47,7.02,31.13,0.0,ABNORMAL_VELOCITY
36.54,39.09,0.0,2.02,50.64,5.62,32.91,3.23,ABNORMAL_VELOCITY
37.49,39.09,0.0,1.86,50.11,6.06,26.94,0.0,ABNORMAL_VELOCITY
38.52,39.09,0.0,1.98,49.34,5.36,39.48,0.0,ABNORMAL_VELOCITY
39.71,39.09,0.0,2.22,49.2,5.13,40.14,0.0,ABNORMAL_VELOCITY
40.9,39.09,0.0,2.38,48.91,4.62,43.96,0.0,ABNORMAL_VELOCITY
42.04,39.09,0.0,2.33,48.5,5.73,40.06,0.0,ABNORMAL_VELOCITY
43.1,39.09,0.0,2.2,48.64,6.19,29.03,4.12,ABNORMAL_VELOCITY
44.27,39.09,0.0,2.23,48.33,5.63,28.29,3.73,ABNORMAL_VELOCITY
45.22,39.09,0.0,2.12,47.91,6.32,37.08,0.0,ABNORMAL_VELOCITY
46.33,39.09,0.0,2.06,48.54,6.57,43.06,0.0,ABNORMAL_VELOCITY
47.24,39.09,0.0,2.02,49.02,5.36,34.43,1.3,Normal
48.18,39.09,0.0,1.85,49.08,5.05,42.07,1.23,Normal
49.12,39.09,0.0,1.88,48.86,5.06,38.18,1.22,Normal
50.3,39.09,0.0,2.11,48.63,4.9,33.99,1.26,Normal
51.17,39.09,0.0,2.05,48.65,5.62,26.59,1.39,Normal
52.08,39.09,0.0,1.78,48.63,5.38,35.46,1.61,Normal
53.23,39.09,0.0,2.06,48.44,5.79,43.91,1.65,Normal
54.24,39.09,0.0,2.16,48.96,6.21,39.47,1.61,Normal
55.06,39.09,0.0,1.83,49.53,5.6,43.76,1.74,Normal
56.15,39.09,0.0,1.9,49.73,6.11,27.46,1.25,Normal
57.18,39.09,0.0,2.12,49.96,5.5,38.87,0.88,Normal
58.27,39.09,0.0,2.12,50.43,4.59,25.27,0.74,Normal
59.4,39.09,0.0,2.22,49.91,4.43,38.01,0.56,Normal
60.49,39.09,0.0,2.22,49.66,4.2,39.72,0.49,Normal
61.51,39.09,0.0,2.11,49.26,4.22,33.06,0.96,Normal
62.47,39.09,0.0,1.98,48.52,4.43,41.99,1.24,Normal
63.3,39.09,0.0,1.79,48.26,5.25,41.5,1.39,Normal
64.47,39.09,0.0,2.0,48.43,5.49,34.25,1.47,Normal
65.33,39.09,0.0,2.04,48.87,5.57,32.18,1.34,Normal
66.19,39.09,0.0,1.72,50.83,5.54,34.65,1.36,Normal
67.36,39.09,0.0,2.02,52.13,6.23,27.11,1.37,Normal
68.25,39.09,0.0,2.07,53.83,6.28,39.11,1.38,Normal
69.31,39.09,0.0,1.96,55.37,6.54,32.69,1.35,Normal
70.12,39.09,0.0,1.86,57.21,6.74,27.4,1.54,Normal
71.16,39.09,0.0,1.84,58.53,6.75,34.76,1.46,Normal
72.08,39.09,0.0,1.97,59.99,7.4,30.56,1.46,Normal
72.97,39.09,0.0,1.81,61.84,6.97,42.87,1.6,Normal
74.0,39.09,0.0,1.92,63.64,7.57,46.05,1.43,Normal
75.18,39.09,0.0,2.21,65.25,7.89,30.27,1.38,Normal
76.34,39.09,0.0,2.34,66.71,7.7,37.28,1.07,MOTOR_OVERHEATING
77.33,39.09,0.0,2.15,68.4,7.18,29.04,0.85,MOTOR_OVERHEATING
78.47,39.09,0.0,2.13,69.63,6.94,37.95,0.69,MOTOR_OVERHEATING
79.37,39.09,0.0,2.04,70.56,6.79,32.65,0.51,MOTOR_OVERHEATING
80.4,39.09,0.0,1.93,71.01,7.23,32.63,0.5,MOTOR_OVERHEATING
81.28,39.09,0.0,1.91,72.3,6.97,37.67,0.84,MOTOR_OVERHEATING
82.1,39.09,0.0,1.7,73.45,8.3,30.42,1.2,MOTOR_OVERHEATING
83.08,39.09,0.0,1.8,75.06,8.92,31.57,1.14,MOTOR_OVERHEATING
83.96,39.09,0.0,1.86,76.41,8.96,34.91,1.44,MOTOR_OVERHEATING
85.04,39.09,0.0,1.97,77.72,9.43,46.27,1.48,MOTOR_OVERHEATING
86.06,39.09,0.0,2.1,80.01,9.95,27.61,1.66,MOTOR_OVERHEATING
87.19,39.09,0.0,2.14,81.92,10.37,35.55,1.49,MOTOR_OVERHEATING
88.0,39.09,0.0,1.94,84.11,10.04,33.99,1.58,MOTOR_OVERHEATING
88.98,39.09,0.0,1.79,85.29,10.43,32.54,1.71,MOTOR_OVERHEATING
89.88,39.09,0.0,1.87,87.08,11.44,27.68,1.59,MOTOR_OVERHEATING
90.81,39.09,0.0,1.83,88.69,10.8,33.98,1.48,MOTOR_OVERHEATING
91.32,39.09,0.0,1.44,90.47,11.28,26.9,1.38,MOTOR_OVERHEATING
91.79,39.09,0.0,0.98,92.11,11.3,37.58,1.48,MOTOR_OVERHEATING
