battery_level,battery_health,battery_drop_rate,battery_trend,temperature,motor_current,cpu_load,velocity
72.8,38.76,1.54,-2.94,51.05,6.13,32.54,0.0
27.06,38.08,0.0,1.64,48.41,4.73,35.2,0.99
37.18,37.2,0.0,2.05,50.82,6.3,34.49,3.21
27.69,38.04,0.0,1.66,49.39,4.97,26.89,0.0
74.23,36.62,1.32,-2.91,49.39,4.71,24.2,0.65
73.46,37.95,0.0,1.96,48.73,6.53,27.14,0.0
59.89,38.68,1.56,-3.23,90.74,11.3,45.98,1.56
75.96,39.48,0.0,2.07,48.02,5.94,34.84,1.68
44.77,100.0,0.67,-1.32,102.37,12.79,46.16,1.53
86.01,38.27,1.2,-2.99,50.38,4.61,29.6,0.75
16.86,39.14,1.9,-3.74,51.65,6.45,41.0,1.55
88.09,38.98,0.0,1.99,50.48,4.08,30.6,0.57
96.8,37.2,1.6,-1.15,66.08,7.93,34.61,1.54
73.65,38.2,0.0,1.71,51.41,7.05,26.86,0.0
46.15,39.75,1.7,-3.03,48.48,5.43,38.33,1.57
82.28,38.04,1.46,-2.99,49.26,5.73,40.93,1.77
64.41,100.0,0.62,-1.21,50.59,5.8,37.96,1.78
48.83,38.07,1.42,-2.92,48.06,4.42,43.15,1.13
37.15,39.66,1.71,-3.57,49.15,5.95,43.97,1.61
87.22,38.27,1.79,-3.61,50.35,5.17,29.83,0.95
77.12,38.07,0.0,1.67,97.39,10.25,43.76,0.62
79.28,36.81,0.0,2.02,51.33,6.27,44.62,1.67
33.7,100.0,0.71,-1.27,50.02,6.23,33.94,0.0
64.82,38.08,0.0,2.28,89.03,9.42,40.0,0.64
27.07,37.86,1.34,-2.62,68.64,7.24,36.98,0.9
29.09,37.86,0.0,1.93,95.6,10.36,42.77,0.68
85.97,37.99,1.59,-2.93,48.49,5.55,32.46,1.68
42.64,36.27,0.0,2.13,50.36,7.5,31.22,0.0
59.09,45.06,0.0,1.89,50.12,5.83,29.25,1.45
41.87,37.5,0.0,2.0,50.4,5.5,38.99,1.08
20.28,36.08,1.77,-3.59,51.47,5.03,38.37,0.6
79.87,38.18,0.0,2.05,51.41,6.32,39.53,1.6
80.31,38.04,0.0,1.93,54.72,6.9,44.97,1.67
47.5,38.12,0.0,1.99,49.92,5.76,29.16,1.48
73.63,37.2,1.4,-2.68,89.57,11.06,32.64,1.57
66.02,100.0,0.0,2.16,54.76,5.12,29.85,0.66
50.29,39.9,0.0,2.04,48.75,4.7,36.52,0.97
55.09,35.55,0.0,1.94,48.64,4.59,30.7,1.27
91.45,100.0,0.57,-1.2,52.22,6.35,33.54,1.62
63.41,39.19,1.06,-2.33,84.63,9.74,28.32,1.26
93.83,37.95,0.0,1.03,50.31,6.52,41.91,4.5
92.93,37.2,0.0,1.03,76.34,8.96,28.68,1.49
35.67,37.91,1.54,-3.12,49.82,5.85,42.0,1.5
92.03,36.35,0.0,0.89,55.28,5.11,44.11,0.82
96.15,39.0,0.0,1.04,47.04,5.79,39.06,1.33
26.01,37.2,0.0,2.06,56.18,6.07,45.19,1.62
80.52,38.07,1.06,-2.4,47.41,5.67,38.86,0.0
56.55,36.27,1.73,-3.32,90.28,11.31,31.77,1.46
19.58,38.27,1.81,-3.13,49.81,6.78,29.24,4.22
35.95,37.91,0.0,2.2,50.13,6.38,28.7,0.0
22.31,37.95,0.0,2.19,98.95,12.16,33.46,1.37
61.24,37.41,1.35,-3.22,49.33,5.7,43.68,1.51
54.34,100.0,0.65,-1.17,76.6,9.34,42.59,1.41
50.14,37.5,1.48,-3.14,88.4,10.54,28.85,1.61
24.73,39.12,1.84,-3.28,48.96,6.67,37.0,1.8
64.58,38.07,1.64,-3.3,49.56,6.98,44.14,0.0
84.26,38.78,1.64,-3.03,49.14,5.35,34.57,1.3
25.82,38.11,0.0,1.95,50.98,5.77,30.58,0.0
51.47,37.57,1.74,-3.22,49.46,6.51,27.36,0.0
49.44,39.09,1.08,-2.47,50.96,3.86,25.73,0.58
33.66,39.19,0.0,2.05,47.22,5.25,30.2,1.24
47.97,39.81,0.0,1.98,49.55,6.21,32.65,3.57
47.46,37.73,1.48,-2.74,49.64,4.49,41.91,0.6
39.19,38.04,0.0,1.77,49.67,6.11,26.99,1.46
97.08,38.76,0.0,1.06,66.27,8.09,40.0,1.76
95.65,38.24,1.23,-2.53,61.88,6.28,42.63,1.32
68.88,38.27,1.37,-2.83,50.16,5.76,45.31,1.57
25.78,37.48,0.0,2.13,50.7,4.11,24.79,0.43
48.45,38.27,0.0,2.04,49.22,6.1,35.6,1.63
58.09,37.83,0.0,2.01,94.52,10.24,39.82,0.64
36.56,37.51,1.08,-2.3,48.14,3.77,42.06,0.69
42.29,37.51,0.0,2.18,50.96,7.63,34.87,4.5
54.82,38.98,0.0,1.86,48.25,7.54,34.81,3.06
94.75,38.07,0.0,0.87,47.49,5.64,30.58,3.59
35.06,100.0,0.0,1.76,49.58,6.06,37.42,1.37
80.14,39.11,0.0,1.95,48.41,4.0,31.48,0.58
88.46,39.25,0.0,1.9,58.02,6.48,37.34,1.19
92.86,42.92,0.0,0.99,51.68,6.71,32.02,1.48
56.05,82.68,0.71,-1.34,48.63,5.8,36.95,1.4
32.77,45.6,0.0,2.02,59.41,6.82,36.22,1.42
79.45,44.43,1.01,-2.32,50.25,4.12,34.08,0.54
67.0,38.2,0.0,1.77,49.29,7.14,30.9,4.32
43.73,36.27,0.0,2.21,50.54,6.74,39.69,0.0
36.36,37.99,0.0,2.15,48.22,5.09,35.27,1.38
31.06,37.51,0.0,2.0,48.89,6.15,45.87,3.47
19.06,37.91,1.45,-2.76,47.92,5.84,26.79,1.26
33.89,37.5,0.0,1.88,53.08,5.76,42.73,1.15
86.93,38.84,0.0,2.11,47.9,5.09,35.95,1.36
91.32,38.2,0.0,1.7,50.66,6.32,35.2,1.71
41.66,37.68,1.54,-2.94,49.69,5.45,33.27,3.07
85.55,38.76,1.55,-2.78,82.85,9.81,29.74,1.44
41.49,37.2,1.52,-2.77,48.44,5.45,39.88,1.42
83.12,37.15,0.0,1.93,65.51,7.15,39.02,1.01
28.79,38.98,1.15,-2.29,47.94,6.04,37.6,3.66
80.99,38.18,0.0,2.29,51.42,5.59,29.89,1.75
89.11,100.0,0.55,-1.2,63.29,8.12,32.71,1.66
35.31,38.04,1.12,-2.56,49.04,4.9,42.46,2.68
76.12,39.25,1.44,-3.11,51.2,5.45,34.2,1.11
59.19,38.04,1.77,-3.27,51.16,6.22,33.87,1.61
24.59,38.24,0.0,2.28,50.24,4.21,43.64,0.69
93.15,38.68,0.0,1.02,51.07,6.61,39.2,1.66
70.61,39.6,1.33,-3.06,50.49,6.06,45.9,1.53
54.31,39.25,0.0,1.65,48.84,6.54,35.53,0.0
92.33,38.76,1.11,-2.2,75.75,8.0,30.74,0.94
76.19,37.68,0.0,2.02,69.57,8.66,28.87,1.38
58.04,90.48,0.5,-1.04,47.13,4.89,35.95,1.27
56.19,38.57,0.0,1.75,48.82,6.06,44.67,1.81
93.89,38.07,0.0,1.11,51.08,6.24,46.31,0.14
94.05,38.11,1.35,-3.06,51.23,5.42,33.71,0.83
25.98,38.15,0.0,2.09,48.85,5.3,35.63,1.22
41.03,38.07,1.37,-2.94,49.46,7.04,39.12,0.0
79.81,36.35,1.19,-2.57,88.84,9.58,27.83,0.78
48.53,38.14,1.56,-3.34,50.32,5.53,30.35,1.62
86.99,38.68,1.77,-3.65,65.01,7.85,30.08,1.29
26.2,37.89,1.98,-3.5,53.2,6.35,27.48,1.56
64.75,37.08,0.0,2.15,49.35,4.33,31.53,0.48
55.96,36.35,1.72,-3.61,49.29,5.75,34.1,1.34
83.15,36.96,0.0,1.82,51.52,5.01,40.86,0.88
84.46,39.09,1.52,-3.03,51.11,5.62,37.5,1.3
84.92,37.05,0.0,1.85,49.61,5.86,28.07,1.48
65.46,45.06,0.0,1.71,48.04,5.68,28.51,1.52
59.19,38.03,0.0,1.78,51.32,6.17,45.53,1.51
69.32,38.08,1.36,-2.37,72.98,8.19,32.77,1.18
81.38,38.4,0.0,1.78,52.05,6.24,36.19,1.77
66.0,39.19,1.34,-2.79,49.99,5.52,42.28,1.0
24.16,37.45,0.0,2.04,49.66,6.28,31.49,1.68
26.25,37.5,1.75,-3.39,50.62,6.49,39.89,1.83
72.64,37.37,0.0,1.75,48.67,5.28,41.81,1.32
73.0,38.68,1.5,-2.89,79.34,9.05,35.84,0.79
28.85,38.98,1.17,-2.42,88.86,10.01,30.81,1.19
30.25,37.2,0.0,1.92,49.03,5.6,28.62,1.37
95.07,37.5,0.0,0.94,52.04,5.13,29.96,0.85
63.0,100.0,0.0,1.92,50.97,5.75,30.49,1.22
60.06,39.42,0.0,1.85,49.75,5.67,35.63,1.54
23.58,80.19,0.65,-1.27,48.98,4.37,35.53,0.95
37.55,38.11,1.11,-2.44,48.75,4.6,31.51,2.88
20.11,38.08,1.66,-3.13,50.79,6.83,44.98,0.01
60.04,37.15,0.0,2.13,50.26,5.65,36.69,1.47
29.91,38.57,0.0,1.73,48.81,4.83,41.86,0.0
39.08,100.0,0.59,-1.33,51.42,6.49,34.52,0.0
77.18,38.04,0.0,2.05,88.55,11.3,30.49,1.82
86.07,37.5,1.59,-3.43,50.55,5.79,37.45,1.8
36.53,39.45,0.0,1.94,50.03,5.8,41.63,1.5
61.71,38.4,1.13,-2.2,47.39,5.59,35.84,3.8
22.03,39.21,1.52,-2.84,49.75,5.35,39.1,0.0
36.19,37.86,0.0,2.01,47.87,5.44,45.84,1.53
53.22,37.2,0.0,1.84,48.09,5.83,27.84,0.0
53.66,39.81,0.0,1.96,49.34,6.98,40.37,3.77
20.3,38.12,1.42,-2.66,89.93,9.36,35.43,0.51
32.77,38.96,0.0,2.28,47.9,5.5,32.08,1.49
34.69,38.12,0.0,1.95,50.16,5.2,29.23,0.93
27.47,37.5,1.28,-2.99,48.33,5.54,31.5,1.34
56.42,38.08,0.0,1.91,76.5,9.91,37.23,1.5
41.29,39.04,1.48,-3.15,49.45,4.56,36.29,0.62
68.54,37.34,1.33,-3.1,50.65,5.51,39.05,2.38
39.17,37.5,1.39,-2.82,97.28,11.32,43.37,1.29
69.28,45.06,0.0,1.85,50.25,5.48,24.97,2.54
74.05,38.08,1.34,-2.52,69.37,6.63,33.15,0.55
27.73,39.9,0.0,1.84,80.62,8.37,34.32,0.41
43.78,38.08,0.0,1.84,51.37,5.55,35.71,0.0
68.0,36.8,0.0,2.02,49.12,4.99,33.99,1.33
94.27,37.15,1.59,-2.94,102.97,12.31,31.85,1.17
44.43,36.35,0.0,2.05,48.33,5.41,28.85,0.0
47.88,38.56,1.79,-3.06,74.87,8.86,33.36,1.42
46.84,38.68,0.0,1.77,49.95,5.23,32.74,3.37
65.66,38.03,0.0,2.3,50.87,5.51,31.82,1.04
73.3,37.2,1.34,-2.63,50.46,4.42,27.35,0.51
87.83,100.0,0.58,-1.28,67.04,8.36,27.82,1.58
46.68,38.98,1.86,-3.41,50.95,5.99,40.16,1.79
94.58,38.22,0.0,1.02,48.56,3.7,31.62,0.37
71.02,37.51,0.0,1.71,48.12,5.26,44.21,2.98
42.68,38.07,0.0,2.06,47.47,6.02,34.71,1.66
49.81,38.18,0.0,2.06,60.44,6.52,44.64,1.22
42.81,37.51,0.0,2.33,52.2,5.08,40.55,0.9
40.21,37.05,1.34,-2.82,50.35,4.26,30.68,0.56
52.3,36.9,0.0,1.75,48.45,5.54,33.87,3.38
91.81,38.76,1.39,-2.83,52.93,6.61,40.99,0.0
47.04,38.09,1.5,-3.02,50.06,5.24,33.95,0.0
93.14,37.75,0.0,1.1,48.41,6.2,35.03,1.7
21.09,38.15,0.0,1.72,51.21,5.68,30.07,0.0
55.65,37.27,1.58,-3.22,49.16,5.64,30.06,1.46
58.26,39.9,1.56,-2.92,49.88,5.76,33.88,1.54
76.05,37.2,0.0,2.01,51.41,5.24,37.39,0.93
25.4,37.86,0.0,2.16,89.75,11.09,30.84,1.59
93.33,39.09,0.0,0.97,97.03,11.78,43.93,1.16
65.58,38.03,0.0,1.97,49.35,3.9,35.76,0.76
21.08,37.25,0.0,1.71,53.19,6.39,40.42,1.61
93.41,38.07,1.46,-3.22,50.14,6.78,27.03,0.0
24.52,36.27,0.0,2.13,52.01,6.67,39.85,0.0
42.2,38.57,1.61,-3.08,50.78,5.93,32.82,1.17
81.31,37.82,0.0,1.9,48.3,5.67,43.21,1.49
31.25,37.5,1.48,-3.37,49.3,6.01,46.1,1.71
47.09,38.75,1.5,-3.36,51.42,5.02,28.62,0.73
56.75,39.9,1.51,-3.07,50.2,5.91,45.25,1.38
23.26,39.09,0.0,1.8,49.44,5.78,43.17,2.66
59.33,37.2,0.0,2.2,50.67,7.31,30.85,3.22
74.2,38.76,0.0,2.14,48.49,6.55,33.36,4.1
90.49,38.76,0.0,1.96,94.94,11.1,38.03,1.11
91.09,39.15,0.0,1.02,48.26,6.23,31.59,1.65
41.7,38.83,0.0,1.93,50.39,4.82,41.48,0.6
23.68,38.76,0.0,2.13,100.65,12.46,40.26,1.09
90.93,38.07,0.0,1.45,50.19,5.52,28.1,1.69
85.8,45.06,1.16,-2.26,47.06,5.91,39.59,1.66
90.19,38.07,1.55,-3.22,50.26,6.84,46.16,3.46
25.06,39.81,0.0,1.72,49.37,5.47,36.94,1.43
94.86,38.76,0.0,1.06,49.69,5.46,37.64,1.33
40.11,38.12,1.68,-3.54,49.35,5.74,45.17,1.62
63.75,45.06,0.0,2.02,48.85,4.19,37.7,1.15
50.74,38.57,0.0,1.89,48.11,5.96,35.98,3.74
30.62,38.11,1.38,-2.99,49.14,6.99,46.34,0.0
89.15,38.56,0.0,2.26,51.08,5.96,36.58,1.04
36.42,38.03,1.25,-2.62,48.77,4.87,34.61,1.05
47.28,37.68,0.0,2.23,48.71,4.11,36.21,0.39
20.52,38.76,0.0,1.86,95.43,12.08,44.77,1.41
91.51,45.06,0.0,0.85,50.12,6.19,35.11,1.53
64.05,38.11,0.0,1.78,50.47,5.02,36.11,0.87
89.89,39.81,0.0,2.19,49.17,5.46,38.65,1.52
39.68,36.27,1.71,-3.21,51.43,5.78,46.36,1.58
22.35,39.25,0.0,2.08,51.21,5.51,37.13,0.89
75.27,38.48,1.5,-3.01,50.06,5.88,27.57,1.61
96.85,38.98,1.46,-0.86,50.22,5.2,28.38,0.0
32.59,37.68,1.54,-2.69,47.38,5.57,29.48,2.94
97.39,37.24,0.0,1.07,50.55,4.79,38.78,0.8
67.83,37.15,0.0,1.81,47.51,4.83,42.58,1.08
31.47,38.11,0.0,1.92,48.4,5.72,29.04,3.54
58.11,38.65,0.0,2.29,49.42,4.34,27.45,0.57
43.04,39.9,0.0,2.02,103.0,13.22,40.3,1.57
95.22,39.5,0.0,1.13,50.14,4.89,25.75,0.74
83.74,38.76,0.0,1.88,87.85,10.12,43.26,0.76
39.97,38.76,0.0,1.94,50.32,6.18,46.38,1.52
92.42,37.2,0.0,1.08,74.51,8.86,41.35,1.48
29.52,38.76,1.49,-2.71,48.08,6.36,37.94,0.0
27.47,37.2,1.86,-3.89,50.71,6.22,42.84,1.76
82.71,37.2,0.0,1.87,50.08,6.32,36.6,3.92
39.23,37.51,0.0,1.93,50.64,6.46,36.97,4.46
90.21,36.35,0.0,1.96,50.02,5.95,46.03,1.84
78.21,39.22,1.66,-3.18,49.51,6.08,33.51,1.68
98.44,38.07,0.0,1.02,48.27,5.47,34.9,3.15
28.25,37.83,1.41,-3.12,50.22,6.14,29.75,1.57
61.38,38.75,1.39,-2.94,50.25,5.71,28.3,1.45
53.17,100.0,0.49,-1.18,79.72,9.82,36.35,1.48
31.62,39.41,0.0,1.99,47.38,5.71,31.36,1.32
31.86,100.0,0.61,-1.26,49.64,5.8,36.84,1.65
87.46,36.35,1.99,-3.73,83.44,11.02,36.89,1.44
35.7,38.98,0.0,2.22,49.44,6.8,27.4,0.0
97.39,37.2,0.0,0.97,60.83,7.05,26.54,1.43
80.69,36.13,1.28,-2.97,51.06,4.72,30.36,0.75
60.1,38.07,0.0,2.03,47.2,4.68,45.44,1.28
92.1,37.95,0.0,1.05,49.42,5.75,42.37,1.31
73.02,39.86,0.0,1.9,49.3,5.11,41.59,1.45
30.33,52.31,0.0,1.92,49.52,3.93,35.13,0.77
85.73,38.76,0.0,1.98,50.37,5.95,30.41,1.04
28.63,37.5,0.0,2.36,47.69,6.19,45.37,3.25
23.85,39.19,0.0,2.03,92.67,11.49,26.99,1.49
56.62,37.57,1.58,-2.98,48.42,6.88,27.53,4.3
40.58,39.77,0.0,2.01,50.81,5.64,36.54,1.72
30.86,38.03,1.94,-3.34,49.06,5.94,44.51,1.54
26.19,36.9,0.0,1.95,51.27,4.08,26.74,0.58
26.94,38.03,0.0,1.81,48.86,4.56,32.97,0.0
40.25,37.5,0.0,2.36,64.2,7.96,33.98,1.79
63.73,38.67,1.25,-2.34,50.11,3.76,42.56,0.52
55.46,38.03,0.0,2.04,50.2,6.51,40.6,1.69
49.36,36.9,1.83,-3.46,48.75,5.95,35.49,1.57
63.38,38.98,1.39,-2.55,49.59,4.42,39.76,0.45
71.6,36.62,1.22,-2.63,48.56,3.87,34.13,0.88
21.3,36.27,0.0,1.97,51.27,7.15,32.88,3.35
43.16,38.01,0.0,2.03,50.92,4.38,43.18,0.64
42.19,38.68,1.44,-3.0,51.29,4.7,24.71,0.69
29.75,38.09,1.51,-3.01,50.17,5.32,28.99,1.45
24.6,45.06,0.0,2.08,48.96,3.72,43.86,0.88
85.03,38.24,1.52,-3.21,73.07,9.05,44.76,1.46
36.03,38.98,0.0,2.32,69.52,8.58,41.46,1.45
80.9,39.09,0.0,2.02,48.92,3.84,35.96,0.72
28.85,39.66,1.52,-2.87,47.99,4.76,37.13,1.18
26.73,100.0,0.43,-0.96,49.54,5.32,34.15,0.0
61.1,37.15,1.36,-2.94,48.69,6.59,30.05,0.0
76.32,38.27,0.0,2.14,57.91,5.89,41.54,0.54
96.67,38.4,0.0,1.1,51.0,7.15,34.5,4.18
52.15,38.76,0.0,2.12,48.03,5.65,26.56,1.34
85.26,38.07,0.0,1.79,50.25,5.02,28.85,1.07
28.79,37.97,0.0,2.21,48.78,6.17,39.11,3.33
26.62,38.03,0.0,2.09,50.53,4.03,27.03,0.82
61.58,38.56,1.32,-2.6,48.66,4.99,39.94,1.34
23.02,38.57,0.0,1.8,52.06,6.52,29.35,0.0
19.11,37.95,1.81,-3.43,93.36,11.66,45.4,1.4
35.54,38.03,0.0,2.24,50.06,6.03,40.43,1.67
90.35,37.4,0.0,0.99,51.25,4.82,30.15,0.69
64.02,37.15,0.0,1.82,50.63,4.18,29.59,0.64
87.4,44.43,1.15,-2.52,50.6,5.34,39.59,1.36
81.66,37.68,1.47,-3.36,48.5,5.78,45.49,1.64
37.29,38.76,0.0,1.9,70.93,9.21,39.19,1.81
58.92,37.95,0.0,1.97,49.05,5.49,41.2,1.62
80.89,100.0,0.62,-1.28,80.56,9.53,33.56,1.52
60.16,39.48,1.75,-3.45,46.4,5.49,31.75,1.33
25.75,38.98,1.46,-3.04,48.35,6.57,30.89,0.0
36.84,37.51,1.23,-2.67,50.77,4.89,42.34,0.0
29.85,38.07,0.0,1.95,48.49,5.3,31.97,1.41
50.64,38.04,1.74,-3.62,49.93,6.08,43.55,1.54
70.51,38.07,0.0,1.88,88.92,10.75,45.54,1.67
52.81,37.2,0.0,1.95,50.21,6.09,31.49,0.0
24.44,38.98,0.0,1.8,51.06,5.02,33.39,0.8
86.1,36.93,0.0,2.0,49.66,5.46,45.84,1.66
97.43,37.51,0.0,1.05,83.11,10.28,28.49,1.05
69.17,37.83,0.0,1.9,51.74,6.06,33.67,1.61
59.21,36.59,1.52,-3.04,49.39,3.62,43.52,0.79
55.19,38.24,0.0,2.12,50.62,6.86,32.66,0.0
47.81,38.76,0.0,1.78,48.76,5.23,42.3,0.0
89.24,37.5,0.0,2.17,70.7,8.41,28.52,1.4
75.05,37.68,0.0,1.74,68.37,7.85,31.83,1.42
26.55,38.76,0.0,1.74,49.42,5.19,38.08,1.86
45.34,39.25,0.0,2.12,51.0,5.12,43.11,0.0
98.36,37.5,0.0,0.87,48.3,5.08,29.4,1.2
54.37,38.68,0.0,1.7,62.08,7.64,43.18,1.46
56.14,37.99,1.69,-2.96,55.56,6.4,28.44,1.43
62.2,37.15,0.0,2.17,50.51,5.87,32.47,1.07
67.95,38.68,0.0,2.02,82.48,9.1,43.57,0.82
48.02,37.91,1.45,-3.05,47.52,6.82,45.46,0.0
68.02,39.33,0.0,2.12,48.81,5.58,32.6,1.45
34.87,100.0,0.52,-1.12,48.73,5.52,44.81,1.54
41.75,38.98,0.0,1.88,79.79,9.32,26.96,1.48
34.82,38.56,0.0,1.8,48.47,4.4,25.62,1.13
40.72,38.68,0.0,2.23,50.76,5.48,27.84,1.29
78.36,38.07,1.23,-2.5,47.78,5.39,29.82,1.46
57.73,37.73,0.0,2.19,50.92,6.67,29.46,1.73
26.42,39.25,0.0,2.13,49.41,4.38,41.69,0.89
65.1,38.98,0.0,2.05,51.04,6.58,33.04,3.73
44.63,37.5,0.0,1.81,47.96,5.07,39.67,3.23
72.77,37.15,1.69,-3.16,50.02,6.24,34.49,1.31
52.08,39.09,0.0,1.78,48.63,5.38,35.46,1.61
46.94,38.2,0.0,2.05,49.11,6.06,39.62,4.14
57.86,38.12,0.0,2.29,49.94,5.16,25.0,0.0
37.52,37.17,1.87,-3.58,51.78,6.35,36.13,1.26
20.11,38.68,0.0,-0.37,51.38,6.19,32.42,1.65
47.48,44.43,0.0,1.75,48.37,6.01,35.41,1.37
57.37,39.66,0.0,2.01,50.02,5.3,34.41,1.62
38.49,37.83,0.0,2.05,63.27,5.55,33.26,0.4
32.53,39.9,1.23,-2.81,54.27,6.32,45.85,1.46
78.12,38.08,1.83,-3.27,65.1,7.39,34.42,1.08
97.7,38.4,0.0,1.03,51.98,6.57,34.03,3.41
70.81,36.9,0.0,1.95,48.52,6.18,42.03,0.0
57.11,36.9,0.0,1.93,49.81,6.69,38.81,0.0
42.88,38.73,1.65,-3.43,48.69,5.92,33.63,1.61
39.82,35.55,1.9,-3.82,51.24,6.46,46.79,1.64
92.9,38.12,0.0,0.93,53.36,4.81,37.73,0.66
36.47,39.09,0.0,1.77,65.09,7.81,33.1,1.39
59.0,38.04,1.68,-3.54,48.78,5.62,32.63,1.61
92.37,38.93,1.47,-2.86,49.93,4.53,41.52,0.53
87.4,38.39,0.0,2.04,48.31,4.91,41.87,0.94
55.27,38.8,1.38,-2.86,51.13,6.26,35.2,1.85
72.97,39.09,0.0,1.81,61.84,6.97,42.87,1.6
45.41,45.06,1.13,-2.59,96.89,11.7,36.91,1.12
51.35,38.24,1.57,-3.09,51.82,6.09,38.51,1.89
74.12,37.25,1.84,-3.73,51.66,6.25,45.98,1.76
81.78,38.51,0.0,1.85,47.42,5.27,45.84,1.35
93.21,100.0,0.6,-1.26,50.27,5.79,37.76,1.42
76.11,39.81,0.0,2.07,49.9,4.86,42.65,0.68
94.83,39.09,0.0,0.94,100.82,11.25,35.2,0.58
30.22,44.43,1.36,-2.96,50.22,6.05,43.83,1.53
50.73,35.78,1.38,-2.95,48.43,5.58,29.27,1.47
93.37,44.43,0.0,0.96,50.9,6.84,43.81,0.0
29.02,39.24,1.27,-2.55,47.15,4.52,45.72,1.25
61.1,37.25,1.49,-2.96,48.7,5.35,40.42,1.28
28.38,37.69,0.0,1.8,50.72,5.87,46.27,1.6
20.42,39.29,0.0,2.1,50.94,6.57,39.11,1.56
39.88,38.07,1.11,-2.14,47.56,4.61,25.74,1.13
48.23,39.09,1.13,-2.39,48.85,4.53,27.28,0.0
26.03,38.07,1.49,-3.17,51.18,5.76,25.47,0.0
36.13,37.5,0.0,1.71,49.72,7.36,32.14,4.34
72.67,38.97,0.0,1.96,48.45,5.24,36.84,1.38
97.04,44.43,1.37,-0.8,47.96,5.71,31.59,1.47
71.67,38.27,1.53,-3.18,50.81,6.51,46.36,1.94
84.84,36.35,0.0,2.17,48.42,6.01,31.76,1.71
51.93,39.09,1.63,-3.19,50.92,6.42,35.0,0.0
62.67,38.14,0.0,2.11,50.93,5.69,34.28,1.59
54.55,37.2,0.0,1.7,51.32,5.75,29.2,1.49
40.92,39.81,0.0,1.96,48.3,5.48,29.41,3.38
80.26,37.65,1.11,-2.18,49.73,3.99,34.2,0.5
84.1,37.2,1.76,-3.18,79.88,9.87,32.3,1.15
42.4,37.83,0.0,2.04,67.45,8.2,29.74,1.19
89.57,37.15,1.78,-3.12,48.6,5.8,32.92,1.52
27.65,38.02,0.0,1.86,48.8,3.91,33.7,0.66
38.88,37.0,0.0,1.88,50.88,4.57,37.45,0.57
92.53,37.15,0.0,0.91,80.66,10.55,33.92,1.66
93.61,37.43,0.0,1.15,48.42,5.75,42.94,1.47
77.4,36.9,1.8,-3.53,54.37,6.02,29.03,0.93
78.28,37.61,0.0,1.81,50.59,6.34,27.16,1.58
48.47,38.71,0.0,2.21,49.8,3.82,32.82,0.45
31.89,36.99,1.3,-2.86,47.4,4.81,39.71,1.17
87.68,36.27,1.39,-2.72,60.71,7.23,46.38,1.57
81.11,38.11,0.0,1.83,67.38,8.25,29.13,1.6
63.13,37.08,0.0,2.08,50.72,6.2,44.56,1.49
41.16,39.09,1.29,-2.92,49.9,5.9,34.73,1.57
50.12,37.2,0.0,1.98,49.65,6.54,42.15,3.62
83.93,39.21,1.31,-3.03,48.64,5.4,41.03,1.26
20.09,37.34,0.0,-0.46,51.63,6.78,37.61,4.13
35.28,37.99,0.0,1.9,48.43,5.17,26.08,1.2
22.94,39.84,0.0,1.99,58.56,5.77,31.49,1.5
95.37,39.89,1.67,-1.15,47.1,5.49,27.48,1.5
37.84,37.95,0.0,1.86,49.18,6.13,31.71,1.59
32.53,37.5,0.0,2.18,49.12,6.03,34.3,1.37
71.7,37.91,1.62,-3.14,49.88,6.54,39.06,0.0
96.88,38.24,1.3,-0.8,60.49,6.29,24.91,0.96
22.1,38.85,0.0,2.35,51.52,4.52,32.27,0.69
77.25,37.68,0.0,2.2,71.53,8.7,42.09,1.45
29.57,36.35,0.0,2.01,51.77,5.89,28.43,1.78
20.69,37.2,1.87,-3.47,96.23,12.56,31.22,1.44
55.91,38.98,0.0,1.96,49.1,6.62,31.11,4.14
81.52,38.4,1.52,-2.93,51.27,7.07,35.76,0.0
58.56,93.55,0.54,-1.01,47.51,4.15,27.67,0.99
21.52,62.19,0.0,2.15,50.28,6.4,39.84,1.53
32.56,38.75,0.0,1.74,93.55,11.23,42.16,1.46
44.09,36.9,1.66,-3.42,49.26,5.58,45.07,1.57
47.75,38.18,0.0,2.18,58.46,5.23,37.56,0.9
38.63,38.03,0.0,2.24,50.9,5.7,37.48,1.69
74.96,39.09,1.11,-2.49,47.84,5.75,29.06,0.0
37.43,38.68,0.0,2.24,50.56,6.04,30.71,1.5
47.7,38.03,0.0,1.89,48.21,4.41,28.86,1.27
47.19,39.21,0.0,2.26,48.99,6.2,35.52,1.51
93.27,38.11,0.0,0.89,89.54,11.49,27.49,1.62
95.64,39.07,0.0,0.95,50.55,4.78,25.24,0.85
92.55,37.56,1.31,-2.9,50.91,3.94,32.89,0.49
42.6,100.0,0.0,1.83,50.22,5.91,34.45,1.14
60.7,38.76,0.0,1.84,51.61,5.38,29.86,1.36
51.3,45.06,0.0,1.91,49.06,6.69,40.96,0.0
89.91,39.41,0.0,1.11,50.5,4.18,34.86,0.59
47.85,37.5,0.0,2.1,47.75,5.97,36.75,4.36
29.91,36.35,1.65,-3.1,50.02,6.46,29.66,0.0
30.44,38.15,1.46,-3.13,49.41,6.43,34.25,0.0
42.92,38.57,0.0,1.99,50.48,6.38,33.5,4.49
78.67,38.85,0.0,2.33,50.84,6.32,44.32,1.5
